taxon,lfc_(Intercept),lfc_Elastase,lfc_Age,lfc_Sexmale,se_(Intercept),se_Elastase,se_Age,se_Sexmale,W_(Intercept),W_Elastase,W_Age,W_Sexmale,p_(Intercept),p_Elastase,p_Age,p_Sexmale,q_(Intercept),q_Elastase,q_Age,q_Sexmale,diff_(Intercept),diff_Elastase,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_Elastase,passed_ss_Age,passed_ss_Sexmale
Ruminococcus_torques,-1.9374652942968924,0.0012439824516621255,0.044183360061171593,-1.7263781437715893,4.11063956348313,0.020890939084260988,0.30139618354287057,9.065364969609648,-0.4713294037035908,0.05954650705957631,0.14659561890201225,-0.19043669499893578,0.6486214362517613,0.9538180758293706,0.8866823885160429,0.8531932425338983,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Hungatella_hathewayi,43.85922220917944,-2.8568793605995197,-0.12067605640027677,0.8045983038844792,1.214991442852292,0.014408768918516987,0.2712599667052142,6.848527335370486,36.09837951304111,-198.27366076556956,-0.44487234097252115,0.11748486418809814,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Flavonifractor_plautii,0.5307264117230076,-0.027392278528287795,-0.008648227899973805,-1.2638854036924072,4.058161367049845,0.02041904113636322,0.29271885004819587,8.84799190455543,0.13078001679091164,-1.3415066038290258,-0.02954448577038986,-0.1428443218897714,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Faecalimonas_umbilicata,-2.4197803608549364,-0.0014680303588720692,0.03827217736112025,0.1794578290780274,0.8250738833322135,0.013389226039846762,0.25637076757061716,6.369087699854241,-2.9328044551382546,-0.10964266003898689,0.14928448248522797,0.028176379025544644,0.042694214462006566,0.9179733056952387,0.888553448354621,0.9788712102310497,0.5876733049476198,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Blautia_hansenii,-2.2348696289113006,-0.004601643239448534,0.04792239393491449,0.6442356151524866,1.6534628330213188,0.01420591108237697,0.25696829767232277,6.618804327409112,-1.3516297943193534,-0.3239245418871491,0.1864914636124628,0.0973341382044857,0.23442220982240375,0.7591062582235019,0.8593898840609928,0.9262423221133296,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Enterocloster_aldenensis,-3.281976358666377,0.00994806299509846,0.04645554767572553,NA,1.164001222864873,0.014637398736974378,0.277427815401659,NA,-2.8195643562888044,0.6796332581942612,0.16745093713284429,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Oliverpabstia_intestinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Sellimonas_intestinalis,-1.2315201521392305,-0.0032212737830694697,-0.004019451972496131,-0.9853683010451865,3.845493145355019,0.014628768422584685,0.10720547146871165,5.613359222554182,-0.3202502528516497,-0.22020129719849094,-0.03749297416848005,-0.17553986160123664,0.769787934604668,0.8398480963386313,0.972447325997895,0.8718352640621916,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Schaalia_odontolytica,-0.5145019524593932,-0.13344918437947217,-0.08172892944303099,6.0406750999162035,0.4631433776633578,0.0016512749980964678,0.014023027965678734,0.6261233375480839,-1.1108913076878024,-80.81584504901227,-5.828194142025674,9.647739890309236,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Blautia_producta,-1.8096032940797921,0.010372079327460128,0.029144457756482996,-2.1366206499608813,1.3282615116721146,0.013947033962223378,0.2602630675236765,6.60513231565236,-1.3623848001149477,0.743676351226627,0.11198076635991268,-0.3234788567214125,0.26634037794658544,0.5110198317860176,0.917910883722198,0.7675703715332405,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_salivarius,-1.5416195710485643,-0.00733451893518485,-0.0017449757819102403,0.2562404900080307,3.9284076946465016,0.022187123594447456,0.31845810502051003,9.540392664985081,-0.3924286099809422,-0.3305754756340017,-0.0054794516277042364,0.026858484656347357,0.7029758078812091,0.7477870075363668,0.9957358223362842,0.9791010407990655,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_spiroforme,-0.3030391895052847,-0.0015749802686001856,0.0110329667365878,-2.1421300579195517,0.6969892135465323,0.01346699066963419,0.2564488145765802,6.313150850528974,-0.43478318403711314,-0.11695116654023549,0.04302210074475957,-0.339312351096452,0.7061360950233824,0.917584368402864,0.9695928477269826,0.7666913498200016,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
GGB3433_SGB4574,0.34039289461049965,-0.040654310266276306,NA,NA,1.264660951330604,0.0057607149256667925,NA,NA,0.2691574324741803,-7.057164048361695,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_scindens,-0.05975905272623645,-0.011157631737292258,0.033986261095661656,-3.5439695024131015,1.6107247626898027,0.014262219882180061,0.26782659025146077,6.7500767011868055,-0.037100722674954616,-0.782320832904362,0.12689651562883342,-0.5250265529264277,0.9737748503485425,0.515943387500346,0.9106296685008439,0.6519607216215886,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Fusicatenibacter_saccharivorans,-0.8330264450978555,-0.0035360734594974096,6.464373088939034e-4,-0.4305420924769985,1.4808826098378784,0.017032830782791355,0.2869277726885452,7.713268866037518,-0.5625202427011092,-0.20760339280009654,0.0022529617918708735,-0.05581836961145343,0.5850430346139242,0.8393321331161603,0.9982427375780019,0.9564874638729748,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridia_bacterium,-3.6025737527884614,0.0055737040450287096,NA,NA,0.3971482591866492,0.0014240845744815016,NA,NA,-9.071105486314991,3.9138855549067744,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_innocuum,-1.9823545788877541,0.007871947966962044,0.045007968043765514,-0.9443489072060609,1.26444507581207,0.00752679996954824,0.04332909983525209,2.772122283921654,-1.5677664588274964,1.0458558748485673,1.038746897925341,-0.34065918112029075,0.16092166771214042,0.3303921954394032,0.33346589528654696,0.743355462655882,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Anaerostipes_hadrus,-1.2660109402494573,2.8554626221627085e-4,0.003482864891461789,-0.092662665789245,1.4819973745423245,0.01109499309070456,0.14068227534394667,4.6372283731069786,-0.8542599076064026,0.025736497524771144,0.024756955934546243,-0.019982338227427066,0.40969119860025427,0.9798905517857561,0.9806557528558697,0.9843858753222048,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Gemella_sanguinis,0.753600007531435,-0.007386676286996667,-0.045699334707170115,-0.1728949090100946,0.6413560681328349,0.0068701109311303295,0.12030311732668435,3.166530156692546,1.1750103335349633,-1.0751902496254668,-0.3798682504882488,-0.05460074607048242,0.32476275234553836,0.3610647428827622,0.7293405944760557,0.9598892750932414,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_australis,-3.3959764149040623,3.0644438142861385e-4,-0.004310043651016052,2.341161061397616,0.9353617561546919,0.008312344805109836,0.13992550899725995,3.7837337354801694,-3.6306556180627396,0.03686617778899568,-0.03080241538446326,0.6187436075230368,0.010956565646132453,0.9717876665713872,0.9764261612659899,0.5588284433416164,0.2385112900759976,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Agathobaculum_butyriciproducens,-0.10505962191497666,-0.009666907431145151,-0.0013162831598345665,-6.514827648174203e-4,0.8752391327460505,0.016300710169610516,0.2984257743712906,7.640147065685038,-0.1200353343266926,-0.5930359677928149,-0.004410755614549883,-8.527097177795052e-5,0.9078277224027308,0.5718109974599662,0.9966038061785419,0.9999343428098135,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Schaalia_SGB17157,0.5693272681289178,-0.0020930504793212905,0.020687134654932927,-2.203571516492906,0.5472741980388995,0.0015095895164914026,0.014574759565463898,0.5850720126736458,1.040296199179576,-1.3865030569276684,1.4193808523574418,-3.76632528775917,0.40744937075631715,0.29992365300550905,0.2916049299256664,0.06382140262248011,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Turicibacter_bilis,-3.3770846102949985,0.007762688843880813,0.08018725967969013,-1.0946293221331365,3.38721510709295,0.012307943198882803,0.08243736473524364,4.700953278381887,-0.9970091959094249,0.6307056116886723,0.9727052767542975,-0.23285262739516494,0.42380261443280964,0.5926936678247274,0.43329970979844135,0.8375358175407681,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Alistipes_finegoldii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Actinomyces_sp_ph3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_dispar,-1.849505728487349,0.0011331458677633118,0.04430630391337123,-2.133656771289887,1.0244712154201965,0.016023483262576965,0.2860436619102206,7.426003102871265,-1.8053271782055458,0.07071782390847485,0.15489349988561352,-0.2873223646331239,0.21278054220376788,0.950057349110668,0.8911248421787179,0.8008999901219279,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Ruthenibacterium_lactatiformans,-0.0665999417965514,6.605765083782106e-4,-0.014443019654268554,-1.561351989740465,4.2253701559210395,0.02088240997720876,0.2959832652052267,9.019370633752363,-0.01576191891809158,0.03163315484655121,-0.04879674411407739,-0.17311096895137681,0.9878641662186003,0.9756476531192539,0.9624443736545718,0.8674635015581224,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Roseburia_faecis,-3.1863656056108898,0.00470970064752125,0.06717700078610739,-0.2799848694932562,0.8791413518358727,0.014520899567642366,0.28186958843091925,6.988793928041277,-3.62440647224356,0.32433945469990766,0.23832652951338582,-0.040061972405548735,0.00673941924825707,0.7539989992077325,0.8176189878666679,0.9690254698802596,0.17522490045468384,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_oris,-3.1660715775466057,0.001607690243664664,0.017003966865483625,1.086313393786507,4.034975036252446,0.015124056009582899,0.10863622296636487,5.836571390413715,-0.7846570422619394,0.10630020430008985,0.15652207340408242,0.1861218378260093,0.5764471814398546,0.9325803687275395,0.9011569370651704,0.8828516093722606,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteroides_fragilis,-0.4146651775849234,-0.005703648978689892,NA,NA,0.4383649883092627,0.0013857443989504867,NA,NA,-0.9459358950728536,-4.115945900997061,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Romboutsia_timonensis,-1.5445962770087034,-0.0017967660505722966,-0.058496910887513,2.2402646062114844,3.688339741482014,0.01994279729775506,0.2848565844157852,8.611398166107069,-0.41877819975121605,-0.09009598923088673,-0.20535565645247347,0.26015108847582585,0.6879286062080789,0.9307347026108335,0.8431383875414842,0.8022334238697536,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Clostridiaceae_bacterium_AF18_31LB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Blautia_massiliensis,0.12901830911961257,-0.01236977206336029,-0.013131540899101509,-0.6803578811309976,1.3156216196769475,0.015992833996644883,0.2788740973211275,7.306153806373515,0.0980664251711622,-0.7734571662505426,-0.0470877038249284,-0.09312120975847624,0.9236436984244161,0.45555246565059915,0.9632873555656873,0.9274816908077324,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Streptococcus_parasanguinis,-3.8859938726203214,-2.2924451518936185e-4,0.07236399955900118,-0.9890352364368552,1.669928655992266,0.01674607506478987,0.30453296858694173,7.857448620172659,-2.327041852163006,-0.013689447485600317,0.2376228751020822,-0.1258723135519685,0.05284358223432599,0.9894597357403692,0.8189787358848319,0.9033719718770955,0.672159689806206,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Mogibacterium_diversum,-2.423277538401701,0.0017037689422691213,0.06497796588507675,-1.2399877203375207,0.7311149566557621,0.0024450476812448046,0.01873981290491698,0.9008445476017001,-3.3144959166013566,0.6968244240544671,3.4673753796137277,-1.3764724709037919,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Escherichia_coli,-0.36809983213843134,-0.013637538642973407,-0.030599318501064215,0.01223103393546493,1.9433833778013092,0.009690317708962082,0.07032437090394146,3.7037354187113203,-0.18941184551804155,-1.4073365861225313,-0.43511684651770155,0.0033023508843729996,0.8551451623186261,0.2021462299406727,0.6765775841128112,0.9974572515656389,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Enterococcus_faecium,44.476685240452746,-2.272939168264765,-0.10469690022940373,-8.333969922668766,0.4903549095265247,0.012325480439260445,0.2435683808899172,5.964738467814315,90.70304870282301,-184.40978260163837,-0.42984602454093734,-1.3972062593588648,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Schaalia_SGB17158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_saudiense,-0.9542632844837381,0.008855834743920658,0.023492910427379707,-2.2655970881046446,3.613872828989389,0.0191306563199069,0.28621404447936394,8.390112040677986,-0.26405557960671117,0.4629132736395191,0.08208161297645039,-0.27003180376141517,0.8164565083081698,0.688912534806006,0.9420570488809807,0.812447031436821,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Streptococcus_rubneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Clostridium_SGB6173,-8.21227515079118,0.021385774055094096,0.29990400564585995,-2.1374480898714436,0.6866871171027851,0.0018308404765600068,0.013633581205164821,0.6594648522342883,-11.95926783283739,11.680850586871523,21.997448882487827,-3.2411857624097786,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bacteroides_xylanisolvens,0.5494613425724971,-0.005857131885310227,-0.03196362824811553,0.01131723780644109,3.5646686433102808,0.013013996678131417,0.08908861854539421,4.9841060355395985,0.15414093077168806,-0.45006403721867316,-0.35878464353815054,0.002270665536756752,0.887284230110669,0.6831974739375835,0.7435202564945059,0.9983308238828053,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_perfringens,5.916386559848129,-0.043903835687182514,-1.4770194435733177,14.35039365191693,0.7254956687619231,0.012271986615841134,0.24125232878596023,5.922089924099717,8.154957795881254,-3.5775654799451804,-6.122301289301682,2.4231975258461635,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Scardovia_wiggsiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Granulicatella_SGB8255,-0.3038216918284231,0.0055422573683375585,0.029379254315799214,-2.929917561550392,0.6727872187672131,0.014416157851462223,0.27968677717120205,6.935668971760932,-0.4515865987839857,0.3844476056271408,0.1050434153982745,-0.42244195527205225,0.6958119826983237,0.7376746594716536,0.9259271397901807,0.7137849096878057,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Roseburia_sp_AF02_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_naeslundii,-9.657216735536387,-0.003026362167209668,1.0809083913661837,NA,3.847797209057398,0.014080373014285785,0.09496796846780166,NA,-2.5098039763644753,-0.21493480067176882,11.381820721295723,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Clostridium_disporicum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Rothia_mucilaginosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Streptococcus_vestibularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Enterocloster_bolteae,-3.5853977028921773,-0.0010396207938002347,0.00466080693846502,3.7897981060527006,1.5617982525238627,0.014480399249402611,0.2659090304483885,6.815345020529863,-2.295685564443539,-0.0717950365797493,0.017527824950531935,0.5560684154120873,0.10540469977320034,0.9472834557162293,0.9871160844326887,0.6169462163438568,0.9486422979588031,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Lachnospira_pectinoschiza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Enterococcus_faecalis,52.55566832728006,-2.4688810875548413,-0.2054840232718221,-9.543428473131497,3.505707273037829,0.017417058850797314,0.25072440419325004,7.544017509692077,14.991459421464636,-141.75074613368614,-0.8195613184644038,-1.265032651484531,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_atypica,123.86920474879317,-7.883036077082146,0.022119594012710107,-7.111631562991404,0.8744228341943237,0.00911831716892353,0.1266382961741981,3.886509371064117,141.65824576496092,-864.5275143475606,0.17466749538609835,-1.8298248850083838,0.004493979114122884,7.363785164487496e-4,0.8899137838233351,0.31840690369530916,0.17522490045468384,0.043078143212251854,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Dorea_longicatena,-0.8585070575401401,-0.0013440134683021913,-0.00864867163053643,-0.08163899231737295,3.830229076495035,0.020989822734607987,0.2941748939616279,9.01705173837391,-0.2241398726798196,-0.06403167312538491,-0.02939976118990141,-0.009053845390499592,0.8276540193647193,0.9503446506070269,0.9771873841249503,0.9929736905173184,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bifidobacterium_bifidum,0.25299651888761876,0.003301630674629715,-0.023865600535246955,-0.5519348407574826,0.8347916432054523,0.0021079626931277845,0.015884458419313085,0.7819369303725852,0.30306546663087913,1.5662661798491189,-1.5024497471207463,-0.7058559575827824,0.7769479532011863,0.19234751185175777,0.20739883433741374,0.5192176990775947,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Blautia_wexlerae,-0.7040782098366544,-0.0014252771653104138,-0.012580209296972403,-0.7164660032423226,1.7026159849342222,0.016735008179264127,0.27981671527963403,7.583616845420674,-0.4135273109537118,-0.0851674017749471,-0.04495874838785241,-0.09447550131372429,0.6859607687992043,0.9334259773629734,0.9648234610954838,0.9261721089490301,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bifidobacterium_longum,1.9412371935840802,-0.005258165805856868,-0.05767398905059981,-1.7498455573922218,4.092461359564565,0.018189476236484217,0.17237519380363697,7.188386363666941,0.47434466034656136,-0.28907736195889505,-0.3345840418099819,-0.24342675377559841,0.6479315454942176,0.7798717711176323,0.7465421137764456,0.8138006980730808,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Bifidobacterium_pseudocatenulatum,-1.5048624430532958,0.01227959768503802,1.9712742522382166e-4,-1.5175146230892773,4.122909699394418,0.016501516803802838,0.1106528855529118,6.305790408829276,-0.3650000976917669,0.744149633699621,0.001781493760771016,-0.24065414875896848,0.7335913631251598,0.49812484085978614,0.9986638805628526,0.8216544976611618,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Anaerobutyricum_soehngenii,-1.154094952310771,-0.005794819274083242,-1.6762733911742444e-4,1.674209210279538,0.9540301901329329,0.01492954734320219,0.2660121970180589,6.908626176858195,-1.2097048544658335,-0.38814433826232336,-6.301490720970386e-4,0.24233605458168106,0.280461422103672,0.7138848964359905,0.9995215824312877,0.8181461536059548,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_mutans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Anaerobutyricum_hallii,-0.907192485646084,-0.0024674309748475435,-0.006879669511162312,0.006176485725760107,3.797944348456252,0.01705592521752256,0.17216383044234848,6.8364182463248415,-0.2388640807796012,-0.14466708451046714,-0.039960016534750994,9.034680885828621e-4,0.8180534081329752,0.889050884611456,0.969240825655513,0.99930434512775,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Ruminococcus_sp_AF41_9,-3.228236926274157,0.04758851744691971,-0.2531974087685238,14.50018612059757,0.7163112928663747,0.00598978790489062,0.018629493570849868,2.1366813638279605,-4.5067514060208635,7.944941991696237,-13.591212654578515,6.786311878819328,0.13900700079603887,0.07970977366451892,0.046756291055012854,0.09313911948178799,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_parvula,-2.5916763031984535,0.001303575768901557,-0.025354733304193636,2.211260161777354,0.9046967513301833,0.013930971331360708,0.26915778818363967,6.698146345740399,-2.8646906263207974,0.09357393234791979,-0.09420025879724771,0.3301301655171474,0.0352126221051335,0.9290815685917699,0.9286085592792733,0.7546847076945213,0.5149845982875774,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
