"ClinVar","Category","Species","lfc_T0","q_T0","sign_T0","lfc_T12","q_T12","sign_T12"
"ALT","common_flip","Clostridium_spiroforme",-0.163423346007169,0.000157874277967064,"-",0.0347089843159144,0.0001409950675045,"+"
"ALT","common_flip","Lachnospiraceae_bacterium",0.149174766345088,0.0198647967904063,"+",-0.00883801992723247,0.00466692835079113,"-"
"ALT","common_flip","Vescimonas_coprocola",0.0952407582132249,0.00270914217099406,"+",-0.0680298047958713,7.39272863673835e-07,"-"
"ALT","common_flip","Turicibacter_bilis",0.0940204485076911,0.0013312292684242,"+",-0.0182227660218048,0.000416467811824271,"-"
"ALT","common_flip","Roseburia_intestinalis",-0.0938046227188809,0.00221760811674911,"-",0.0374504512094585,7.25519915283181e-06,"+"
"ALT","common_flip","Enterococcus_faecium",0.05789140729912,0.0102725687114677,"+",-0.00854231887633476,0.0142590961301437,"-"
"ALT","common_flip","Dialister_invisus",0.0544634142341686,0.010264607305701,"+",-0.0274076352888959,7.39272863673835e-07,"-"
"ALT","common_flip","Veillonella_dispar",0.0512839078026358,0.023144001616835,"+",-0.0849174590429303,2.56374636511262e-11,"-"
"ALT","common_flip","Bilophila_wadsworthia",0.0486103746972913,0.0102725687114677,"+",-0.0834169043705541,1.09200654035543e-06,"-"
"ALT","common_flip","Bifidobacterium_bifidum",-0.0471717919857141,0.0151690648164014,"-",0.042861243558903,2.02755450061702e-08,"+"
"ALT","common_flip","Clostridium_SGB6173",0.0464875567885646,0.0249785125314117,"+",-0.0396462838704011,5.33973824358749e-05,"-"
"ALT","common_flip","Gemmiger_formicilis",0.0422746167544965,0.0364440596338749,"+",-0.0489817051020381,9.30494654876619e-09,"-"
"ALT","common_flip","Faecalimonas_umbilicata",-0.0394097375010131,0.0102725687114677,"-",0.00690547085192073,0.0142590961301437,"+"
"ALT","common_flip","Streptococcus_mitis",0.0378691235103078,0.0234878330086626,"+",-0.00647229841589217,0.0225450568446568,"-"
"ALT","common_flip","Romboutsia_timonensis",0.0371375460275732,0.0343221530050395,"+",-0.015845477340755,0.000437454813852528,"-"
"ALT","common_flip","Alistipes_onderdonkii",0.036991070754773,0.0283135208161428,"+",-0.0285527294613464,1.96519593365325e-06,"-"
"ALT","common_flip","Phocaeicola_vulgatus",0.0368481200575462,0.03753635362992,"+",-0.0496262135749576,1.02365953849515e-08,"-"
"ALT","only_T0","Clostridium_sp_C5_48",-1.05467883836505,0.0279089470032066,"-",NA,NA,NA
"ALT","only_T0","Alistipes_dispar",-0.368822328321253,0.00651988037319481,"-",NA,NA,NA
"ALT","only_T0","Enterocloster_citroniae",0.186766442905398,0.0013312292684242,"+",NA,NA,NA
"ALT","only_T0","Anaerotruncus_colihominis",0.170586536395483,0.0162423199949952,"+",NA,NA,NA
"ALT","only_T0","Actinomyces_massiliensis",0.105591856944492,0.0304717432603559,"+",NA,NA,NA
"ALT","only_T0","Clostridium_methylpentosum",0.0967851048217752,0.031365098524595,"+",NA,NA,NA
"ALT","only_T0","Dysosmobacter_welbionis",-0.0790612940340971,0.00221760811674911,"-",NA,NA,NA
"ALT","only_T0","Faecalibacterium_sp_CLA_AA_H233",0.0733734821661014,0.0470550164845445,"+",NA,NA,NA
"ALT","only_T0","Anaeromassilibacillus_senegalensis",0.0711125762800103,0.0102725687114677,"+",NA,NA,NA
"ALT","only_T0","Enterocloster_lavalensis",-0.0664943880682482,0.012193979442615,"-",NA,NA,NA
"ALT","only_T0","Clostridium_saudiense",0.0645448119961108,0.0151690648164014,"+",NA,NA,NA
"ALT","only_T0","Clostridioides_difficile",-0.0577040461011835,0.0267667780209849,"-",NA,NA,NA
"ALT","only_T0","Lachnospira_pectinoschiza",0.0508464613380451,0.0330864697472752,"+",NA,NA,NA
"ALT","only_T0","Streptococcus_intermedius",-0.0484057413001155,0.0364440596338749,"-",NA,NA,NA
"ALT","only_T0","Lacticaseibacillus_rhamnosus",-0.043559256889807,0.0175808713321702,"-",NA,NA,NA
"ALT","only_T0","Actinomyces_sp_ph3",0.039717126995455,0.00613225522512521,"+",NA,NA,NA
"ALT","only_T0","Mediterraneibacter_glycyrrhizinilyticus",-0.0383420543768924,0.0189803011680663,"-",NA,NA,NA
"ALT","only_T0","Solobacterium_SGB6829",-0.0379462961501138,0.023144001616835,"-",NA,NA,NA
"ALT","only_T0","GGB51647_SGB4348",0.0376561432023547,0.0300357837083941,"+",NA,NA,NA
"ALT","only_T0","Blautia_caecimuris",0.0342399016761113,0.0301814142376011,"+",NA,NA,NA
"ALT","only_T0","Blautia_producta",-0.0327301134198457,0.0319570545358008,"-",NA,NA,NA
"ALT","only_T0","Clostridia_bacterium_UC5_1_1D1",-0.0305364077156718,0.0151690648164014,"-",NA,NA,NA
"ALT","only_T0","Streptococcus_sanguinis",0.0289498225416167,0.0498564295754538,"+",NA,NA,NA
"ALT","only_T0","Rothia_SGB49305",0.0253454251739877,0.0470550164845445,"+",NA,NA,NA
"ALT","only_T12","Roseburia_lenta",NA,NA,NA,0.813424596339587,0.00286551528853303,"+"
"ALT","only_T12","Gordonibacter_pamelaeae",NA,NA,NA,-0.5833907819233,0.00381190548051753,"-"
"ALT","only_T12","Lactonifactor_longoviformis",NA,NA,NA,-0.526669601333334,0.00414944793041995,"-"
"ALT","only_T12","GGB9730_SGB15291",NA,NA,NA,0.354243126267242,0.00610933290757528,"+"
"ALT","only_T12","Clostridium_saccharogumia",NA,NA,NA,0.177875010502854,0.0113399816024667,"+"
"ALT","only_T12","Massilioclostridium_coli",NA,NA,NA,0.156465384531487,0.0133028268219421,"+"
"ALT","only_T12","Alistipes_ihumii",NA,NA,NA,-0.154520766923592,0.0126654290519779,"-"
"ALT","only_T12","Acidaminococcus_intestini",NA,NA,NA,0.144927141277722,3.71063605497442e-05,"+"
"ALT","only_T12","Eubacterium_sp_c_25",NA,NA,NA,-0.137664588468341,0.000358880466888768,"-"
"ALT","only_T12","Clostridium_sp_1001270J_160509_D11",NA,NA,NA,-0.111298233369019,1.50834685643737e-07,"-"
"ALT","only_T12","Roseburia_sp_AF02_12",NA,NA,NA,-0.111173262134137,0.000517716730939656,"-"
"ALT","only_T12","Clostridium_sp_AT4",NA,NA,NA,-0.109461389449781,2.2250791080729e-06,"-"
"ALT","only_T12","Alistipes_finegoldii",NA,NA,NA,-0.099451141217947,3.71063605497442e-05,"-"
"ALT","only_T12","Lentihominibacter_hominis",NA,NA,NA,0.0982270998069303,0.0186635275619758,"+"
"ALT","only_T12","GGB9699_SGB15216",NA,NA,NA,0.0970202873933637,0.0201915271007731,"+"
"ALT","only_T12","Enterocloster_aldenensis",NA,NA,NA,0.0924018163591421,4.13189457460637e-05,"+"
"ALT","only_T12","Phascolarctobacterium_faecium",NA,NA,NA,-0.0848335527336575,0.000978094782331894,"-"
"ALT","only_T12","Coprococcus_eutactus",NA,NA,NA,-0.0815513607168556,0.0236382606195539,"-"
"ALT","only_T12","Parasutterella_SGB9260",NA,NA,NA,-0.0814507289670289,5.4565497552147e-05,"-"
"ALT","only_T12","Gemella_sanguinis",NA,NA,NA,-0.0751612136276807,2.2037818267913e-08,"-"
"ALT","only_T12","Veillonella_rogosae",NA,NA,NA,-0.0620438422387626,7.60469694859192e-08,"-"
"ALT","only_T12","Clostridium_SGB4750",NA,NA,NA,0.0619030348147757,0.0283014933006254,"+"
"ALT","only_T12","Granulicatella_SGB8255",NA,NA,NA,-0.061775375676689,7.45244586162803e-08,"-"
"ALT","only_T12","Parabacteroides_distasonis",NA,NA,NA,-0.0609489759818083,3.41155808196208e-09,"-"
"ALT","only_T12","Enterocloster_bolteae",NA,NA,NA,-0.059005785572158,6.68787516710998e-08,"-"
"ALT","only_T12","Clostridium_sp_AM22_11AC",NA,NA,NA,-0.0578938905774361,0.0303910774415587,"-"
"ALT","only_T12","Bacteroides_stercoris",NA,NA,NA,-0.0556390243628728,0.000138780015534135,"-"
"ALT","only_T12","Lachnospira_eligens",NA,NA,NA,-0.0553139637914429,2.59555278631486e-06,"-"
"ALT","only_T12","GGB3256_SGB4303",NA,NA,NA,-0.0547511350819861,3.20327947846667e-05,"-"
"ALT","only_T12","Faecalicatena_contorta",NA,NA,NA,-0.0524911177276341,7.25519915283181e-06,"-"
"ALT","only_T12","Enterocloster_hominis",NA,NA,NA,0.0524694130049689,2.62316659840929e-05,"+"
"ALT","only_T12","Hungatella_hathewayi",NA,NA,NA,-0.0515197647504895,2.62316659840929e-05,"-"
"ALT","only_T12","Clostridiales_bacterium_KLE1615",NA,NA,NA,-0.0511805261480056,0.000402317123422959,"-"
"ALT","only_T12","Bifidobacterium_adolescentis",NA,NA,NA,0.0468345741114054,4.36366074040222e-06,"+"
"ALT","only_T12","Streptococcus_oralis",NA,NA,NA,-0.0445080134888487,0.038794702264635,"-"
"ALT","only_T12","Clostridium_perfringens",NA,NA,NA,0.044337377857666,3.51859530910584e-06,"+"
"ALT","only_T12","Faecalibacillus_SGB6753",NA,NA,NA,-0.0426772487358759,0.0453303658447929,"-"
"ALT","only_T12","Parasutterella_excrementihominis",NA,NA,NA,-0.0418075882071452,0.040464365827651,"-"
"ALT","only_T12","Barnesiella_intestinihominis",NA,NA,NA,0.0398356581142564,0.000132801402245817,"+"
"ALT","only_T12","Ruminococcus_bromii",NA,NA,NA,0.0396282073877734,1.16401822637208e-07,"+"
"ALT","only_T12","Bifidobacterium_longum",NA,NA,NA,-0.0376193561062356,8.407366888047e-10,"-"
"ALT","only_T12","Neobittarella_massiliensis",NA,NA,NA,-0.0357867053897309,0.00414944793041995,"-"
"ALT","only_T12","Schaalia_SGB17157",NA,NA,NA,0.0356825513302947,2.15344420611855e-05,"+"
"ALT","only_T12","Roseburia_inulinivorans",NA,NA,NA,-0.0351858952248828,4.89230141730798e-05,"-"
"ALT","only_T12","Alistipes_communis",NA,NA,NA,-0.0345688388817744,0.00425909429858656,"-"
"ALT","only_T12","Bacteroides_fragilis",NA,NA,NA,-0.0340249693637023,0.000563301063698363,"-"
"ALT","only_T12","Parabacteroides_merdae",NA,NA,NA,-0.0337632994918848,3.20327947846667e-05,"-"
"ALT","only_T12","GGB3511_SGB4688",NA,NA,NA,0.0312798475184895,0.000638298542880201,"+"
"ALT","only_T12","Bacteroides_thetaiotaomicron",NA,NA,NA,-0.0308540251868028,8.38532821943827e-06,"-"
"ALT","only_T12","Eubacterium_ventriosum",NA,NA,NA,0.0299986186108883,1.08892293719076e-06,"+"
"ALT","only_T12","Oscillospiraceae_bacterium_CLA_AA_H250",NA,NA,NA,-0.0298018328304818,8.27511386776499e-06,"-"
"ALT","only_T12","Oliverpabstia_intestinalis",NA,NA,NA,0.029684236300872,4.55133581022451e-06,"+"
"ALT","only_T12","Lachnospiraceae_bacterium_CLA_AA_H244",NA,NA,NA,-0.0289816229110127,3.91627951535353e-05,"-"
"ALT","only_T12","Clostridium_fessum",NA,NA,NA,-0.0285079668954235,4.34545516033821e-05,"-"
"ALT","only_T12","GGB3109_SGB4121",NA,NA,NA,-0.0275993584669019,3.86031019252899e-05,"-"
"ALT","only_T12","Blautia_SGB4815",NA,NA,NA,-0.0271449320416397,5.11275832991529e-06,"-"
"ALT","only_T12","Candidatus_Cibionibacter_quicibialis",NA,NA,NA,0.0266284011221324,7.1709278395646e-07,"+"
"ALT","only_T12","Bacteroides_xylanisolvens",NA,NA,NA,-0.0257759621963828,0.000132801402245817,"-"
"ALT","only_T12","Clostridium_symbiosum",NA,NA,NA,-0.0251307319436096,0.00177222286769516,"-"
"ALT","only_T12","Roseburia_hominis",NA,NA,NA,-0.0237479653276425,1.37209360751893e-06,"-"
"ALT","only_T12","Bacteroides_ovatus",NA,NA,NA,-0.023661337117933,7.1709278395646e-07,"-"
"ALT","only_T12","Phocaeicola_dorei",NA,NA,NA,0.0235646494661229,4.96329812498422e-05,"+"
"ALT","only_T12","Streptococcus_australis",NA,NA,NA,-0.0231364738992732,1.11568588750301e-06,"-"
"ALT","only_T12","Streptococcus_salivarius",NA,NA,NA,-0.023074550886833,2.61376305128292e-05,"-"
"ALT","only_T12","Ruminococcus_sp_AF41_9",NA,NA,NA,0.0230419271119256,0.000259217183354789,"+"
"ALT","only_T12","Faecalibacillus_intestinalis",NA,NA,NA,-0.0229140916317245,2.59555278631486e-06,"-"
"ALT","only_T12","Dorea_sp_AF36_15AT",NA,NA,NA,-0.0224647378536234,5.06018409462303e-07,"-"
"ALT","only_T12","Schaalia_SGB17168",NA,NA,NA,-0.0224287503768433,0.000459974152347046,"-"
"ALT","only_T12","Akkermansia_muciniphila",NA,NA,NA,-0.0221293621544106,0.000138780015534135,"-"
"ALT","only_T12","GGB3550_SGB4746",NA,NA,NA,0.0214498907642672,0.000629461557163992,"+"
"ALT","only_T12","Streptococcus_gordonii",NA,NA,NA,-0.0202954801385486,8.38532821943827e-06,"-"
"ALT","only_T12","Agathobaculum_butyriciproducens",NA,NA,NA,-0.0202398406736566,6.5561046010676e-06,"-"
"ALT","only_T12","Bacteroides_caccae",NA,NA,NA,-0.0201307499617468,8.96515526025187e-06,"-"
"ALT","only_T12","Clostridiaceae_bacterium",NA,NA,NA,0.019786925423504,2.17633970291826e-06,"+"
"ALT","only_T12","Faecalicatena_fissicatena",NA,NA,NA,-0.0185331117417791,3.71063605497442e-05,"-"
"ALT","only_T12","Veillonella_atypica",NA,NA,NA,-0.017824832224725,4.13731047424077e-05,"-"
"ALT","only_T12","Clostridium_innocuum",NA,NA,NA,-0.0168631017755221,0.0091741454697681,"-"
"ALT","only_T12","Bacteroides_uniformis",NA,NA,NA,0.0161559776995106,7.15769378654245e-06,"+"
"ALT","only_T12","Eubacterium_rectale",NA,NA,NA,0.0149299578470501,9.82679451238529e-06,"+"
"ALT","only_T12","Anaerobutyricum_hallii",NA,NA,NA,-0.0140666487182772,8.85441078514767e-05,"-"
"ALT","only_T12","Veillonella_parvula",NA,NA,NA,-0.0137096853015079,6.63929804782351e-05,"-"
"ALT","only_T12","Blautia_faecis",NA,NA,NA,-0.0131200565298904,0.00129496874878502,"-"
"ALT","only_T12","Eggerthella_lenta",NA,NA,NA,-0.0126225329061746,0.003032863518687,"-"
"ALT","only_T12","Adlercreutzia_equolifaciens",NA,NA,NA,0.0124128414746875,0.000297090330886944,"+"
"ALT","only_T12","Lentihominibacter_faecis",NA,NA,NA,0.0123811160020168,0.00130127672353626,"+"
"ALT","only_T12","Anaerobutyricum_soehngenii",NA,NA,NA,0.0118304798783879,0.000517716730939656,"+"
"ALT","only_T12","Blautia_obeum",NA,NA,NA,-0.011699182405845,3.53104252351728e-05,"-"
"ALT","only_T12","Clostridium_scindens",NA,NA,NA,0.0112559578669606,0.0135524280311728,"+"
"ALT","only_T12","Mediterraneibacter_butyricigenes",NA,NA,NA,0.0112043673071335,0.00123389818389597,"+"
"ALT","only_T12","Actinomyces_oris",NA,NA,NA,0.0111574571240554,0.0015473002876887,"+"
"ALT","only_T12","Streptococcus_parasanguinis",NA,NA,NA,0.0103763341551473,0.0238169526159968,"+"
"ALT","only_T12","Coprococcus_comes",NA,NA,NA,-0.0097757129945971,0.0135524280311728,"-"
"ALT","only_T12","GGB4456_SGB6141",NA,NA,NA,-0.00954666122750902,0.0456322984287037,"-"
"ALT","only_T12","Roseburia_faecis",NA,NA,NA,-0.00933633535648491,0.000489599221663278,"-"
"ALT","only_T12","Lactococcus_lactis",NA,NA,NA,-0.00927241040000202,0.0180931094466036,"-"
"ALT","only_T12","Enterococcus_faecalis",NA,NA,NA,0.00923201707610196,0.0142590961301437,"+"
"ALT","only_T12","Sellimonas_intestinalis",NA,NA,NA,-0.00893931100934894,0.00524809184085389,"-"
"ALT","only_T12","Fusicatenibacter_sp_CLA_AA_H277",NA,NA,NA,0.00851362579191264,0.0035383671272279,"+"
"ALT","only_T12","Firmicutes_bacterium",NA,NA,NA,0.00687998257190513,0.0303910774415587,"+"
"AST","common_same","Longicatena_caecimuris",1.0630495087664,0.0100563308899315,"+",0.0968425713769353,0.0181332122897569,"+"
"AST","common_same","Zhenpiania_hominis",-0.438227307467974,0.0209502102717118,"-",-0.201174953217243,0.00107782105346117,"-"
"AST","common_same","Bittarella_massiliensis",0.251576401562627,0.0420784055325172,"+",0.141993183679088,0.0280967083130922,"+"
"AST","common_same","Evtepia_gabavorous",0.154825315511981,0.0166591243184119,"+",0.0611192049843984,0.0300842204010306,"+"
"AST","common_same","Schaalia_odontolytica",-0.128522026374031,0.00317031314777029,"-",-0.0616305796190473,0.0445268707930762,"-"
"AST","common_same","Clostridium_saudiense",0.123440893349966,0.0202741826503927,"+",0.0624010776874304,0.00804932782984511,"+"
"AST","common_same","Clostridium_leptum",-0.118524289008831,0.04531065653241,"-",-0.126691891008453,0.0108166079363833,"-"
"AST","common_same","Oscillospiraceae_bacterium_CLA_AA_H250",-0.0992435733600462,0.0202741826503927,"-",-0.0513456600900525,0.0181332122897569,"-"
"AST","common_flip","Bifidobacterium_breve",0.395148959188374,0.0223003783797918,"+",-0.0940203451616342,0.0498880479945337,"-"
"AST","common_flip","Clostridium_spiroforme",-0.223397563571692,0.00259582974603317,"-",0.0460888553017591,0.0451811748296391,"+"
"AST","common_flip","Roseburia_intestinalis",-0.105981772069844,0.0223003783797918,"-",0.126708517828262,0.000206062231913772,"+"
"AST","common_flip","Bifidobacterium_bifidum",-0.10125520909625,0.0118156538504674,"-",0.0406097657391385,0.0356303347854005,"+"
"AST","common_flip","Turicibacter_bilis",0.0892145730772912,0.0280254436585776,"+",-0.0642441954506152,0.00944760455116157,"-"
"AST","common_flip","Bilophila_wadsworthia",0.0734308007820315,0.0428698858847295,"+",-0.177723174685206,0.00107782105346117,"-"
"AST","only_T0","Alistipes_dispar",-0.442885640504911,0.0209502102717118,"-",NA,NA,NA
"AST","only_T0","Anaerotruncus_colihominis",0.400602941555534,0.0217121106072202,"+",NA,NA,NA
"AST","only_T0","Bifidobacterium_pseudocatenulatum",0.288173608780549,0.0085771762038502,"+",NA,NA,NA
"AST","only_T0","Bifidobacterium_animalis",0.242576168282061,0.00317031314777029,"+",NA,NA,NA
"AST","only_T0","Enterocloster_citroniae",0.189308094080463,0.0100563308899315,"+",NA,NA,NA
"AST","only_T0","Hydrogeniiclostridium_mannosilyticum",0.188474245401778,0.0209502102717118,"+",NA,NA,NA
"AST","only_T0","GGB9715_SGB15265",-0.176283040514177,0.0120328110189149,"-",NA,NA,NA
"AST","only_T0","Dysosmobacter_welbionis",-0.119843310064996,0.0118156538504674,"-",NA,NA,NA
"AST","only_T0","Clostridioides_difficile",-0.110897989072248,0.0493025326469776,"-",NA,NA,NA
"AST","only_T0","Eubacterium_ramulus",0.104001541313911,0.014731176446733,"+",NA,NA,NA
"AST","only_T0","Faecalimonas_umbilicata",-0.0887773554580763,0.0085771762038502,"-",NA,NA,NA
"AST","only_T0","Flavonifractor_plautii",-0.0876056586734589,0.00317031314777029,"-",NA,NA,NA
"AST","only_T0","Mediterraneibacter_glycyrrhizinilyticus",-0.0790225915855634,0.0229540423529928,"-",NA,NA,NA
"AST","only_T0","Lacticaseibacillus_rhamnosus",-0.0780315814285737,0.0435700792107128,"-",NA,NA,NA
"AST","only_T0","Enterococcus_faecium",0.0770442153777855,0.0455756599041058,"+",NA,NA,NA
"AST","only_T0","Solobacterium_SGB6829",-0.0762625205033427,0.0435700792107128,"-",NA,NA,NA
"AST","only_T0","Latilactobacillus_sakei",-0.0752087308518572,0.0493025326469776,"-",NA,NA,NA
"AST","only_T0","Clostridia_bacterium_UC5_1_1D1",-0.0614732149495598,0.0303893614928765,"-",NA,NA,NA
"AST","only_T12","Roseburia_lenta",NA,NA,NA,-5.6035298061769,0.00944760455116157,"-"
"AST","only_T12","GGB9699_SGB15216",NA,NA,NA,1.1965099030849,0.0284189462689266,"+"
"AST","only_T12","Acidaminococcus_intestini",NA,NA,NA,0.498741253766272,0.000997158051277354,"+"
"AST","only_T12","Clostridium_SGB6173",NA,NA,NA,-0.217236108014665,0.000300165945325826,"-"
"AST","only_T12","Oscillibacter_valericigenes",NA,NA,NA,-0.215631426814996,0.0165066292228587,"-"
"AST","only_T12","Lactobacillus_gasseri",NA,NA,NA,0.201358181099992,0.0202533659547524,"+"
"AST","only_T12","Alistipes_finegoldii",NA,NA,NA,-0.193364701524485,0.00450746734450729,"-"
"AST","only_T12","Parabacteroides_distasonis",NA,NA,NA,-0.147432903210256,4.61334053610912e-05,"-"
"AST","only_T12","Clostridium_sp_1001270J_160509_D11",NA,NA,NA,-0.139616332855254,0.00116071903180331,"-"
"AST","only_T12","Granulicatella_SGB8255",NA,NA,NA,-0.131465799250397,0.000206062231913772,"-"
"AST","only_T12","Akkermansia_muciniphila",NA,NA,NA,-0.127324554339718,0.000997158051277354,"-"
"AST","only_T12","Roseburia_sp_AF02_12",NA,NA,NA,-0.122499716249726,0.0346054418096232,"-"
"AST","only_T12","Ruminococcus_bromii",NA,NA,NA,0.113925791916584,0.00327633759711273,"+"
"AST","only_T12","Clostridium_sp_AT4",NA,NA,NA,-0.106431164678245,0.00605736058956304,"-"
"AST","only_T12","Schaalia_SGB17157",NA,NA,NA,0.10139939080258,0.00296684770733241,"+"
"AST","only_T12","Gemmiger_formicilis",NA,NA,NA,0.100822313866743,0.000124597362775998,"+"
"AST","only_T12","Bifidobacterium_adolescentis",NA,NA,NA,0.0984672309461236,0.00342390141356423,"+"
"AST","only_T12","Eubacteriaceae_bacterium",NA,NA,NA,-0.0959021618004342,0.018859117433826,"-"
"AST","only_T12","Eubacterium_rectale",NA,NA,NA,0.093507712539012,0.000107520174962351,"+"
"AST","only_T12","Faecalicatena_contorta",NA,NA,NA,-0.093484475166191,0.00538444346855485,"-"
"AST","only_T12","Gemella_sanguinis",NA,NA,NA,-0.0921301775629674,0.00115794392098173,"-"
"AST","only_T12","Clostridium_symbiosum",NA,NA,NA,-0.091493904013678,0.0236029675129577,"-"
"AST","only_T12","Parabacteroides_merdae",NA,NA,NA,-0.0902115834958813,0.00641151280284743,"-"
"AST","only_T12","Mediterraneibacter_butyricigenes",NA,NA,NA,0.0867466897257868,0.00292586235406977,"+"
"AST","only_T12","Faecalibacillus_intestinalis",NA,NA,NA,0.0778205586309386,0.00216880691239888,"+"
"AST","only_T12","Streptococcus_mutans",NA,NA,NA,0.0761572115726498,0.0389411599209443,"+"
"AST","only_T12","Barnesiella_intestinihominis",NA,NA,NA,0.074831340710318,0.0240311519178828,"+"
"AST","only_T12","Faecalicatena_fissicatena",NA,NA,NA,-0.0730496597540529,0.00312181470597245,"-"
"AST","only_T12","Clostridiaceae_bacterium",NA,NA,NA,0.0672832677775996,0.00204385089874231,"+"
"AST","only_T12","Eubacterium_ventriosum",NA,NA,NA,0.0668364742685709,0.00342390141356423,"+"
"AST","only_T12","Schaalia_SGB17168",NA,NA,NA,-0.0646104957633513,0.0216206378024467,"-"
"AST","only_T12","Ruminococcus_bicirculans",NA,NA,NA,-0.0598717533682186,0.0270259479717525,"-"
"AST","only_T12","Enterocloster_aldenensis",NA,NA,NA,0.057666381046037,0.0465853626255296,"+"
"AST","only_T12","Adlercreutzia_equolifaciens",NA,NA,NA,0.0573903783765223,0.00677522209557524,"+"
"AST","only_T12","Ruminococcus_sp_AF41_9",NA,NA,NA,0.0571033390548137,0.0240311519178828,"+"
"AST","only_T12","Bacteroides_stercoris",NA,NA,NA,-0.0569717274785607,0.0465853626255296,"-"
"AST","only_T12","Veillonella_rogosae",NA,NA,NA,-0.0569318009373457,0.00930934626812162,"-"
"AST","only_T12","Dialister_invisus",NA,NA,NA,-0.0536765753810766,0.00713750034330243,"-"
"AST","only_T12","Streptococcus_australis",NA,NA,NA,-0.0524998221230565,0.00939947864520153,"-"
"AST","only_T12","Mediterraneibacter_faecis",NA,NA,NA,0.0520429510861043,0.0389411599209443,"+"
"AST","only_T12","Phocaeicola_vulgatus",NA,NA,NA,-0.0512704894973395,0.0252430047366788,"-"
"AST","only_T12","Agathobaculum_butyriciproducens",NA,NA,NA,-0.0505083858366447,0.0336764452798308,"-"
"AST","only_T12","Clostridium_fessum",NA,NA,NA,-0.0488639228152473,0.0450636128608305,"-"
"AST","only_T12","Alistipes_onderdonkii",NA,NA,NA,-0.0485061411515153,0.0280967083130922,"-"
"AST","only_T12","Clostridium_sp_AM49_4BH",NA,NA,NA,0.0461961789639335,0.0450636128608305,"+"
"AST","only_T12","Streptococcus_anginosus",NA,NA,NA,0.0448293155117425,0.0451811748296391,"+"
"AST","only_T12","Candidatus_Cibionibacter_quicibialis",NA,NA,NA,0.0434731531361051,0.0120969354875734,"+"
"AST","only_T12","Ruthenibacterium_lactatiformans",NA,NA,NA,0.0394970370571345,0.0240311519178828,"+"
"AST","only_T12","Oliverpabstia_intestinalis",NA,NA,NA,0.038363547789278,0.0450636128608305,"+"
"AST","only_T12","Roseburia_hominis",NA,NA,NA,0.0379333534067329,0.0280967083130922,"+"
"AST","only_T12","Bacteroides_caccae",NA,NA,NA,-0.036709064536261,0.0484538510405065,"-"
"AST","only_T12","Dorea_longicatena",NA,NA,NA,0.0288073732075318,0.0318304103600551,"+"
"Elastase","common_same","Veillonella_atypica",-1.38432918362827,6.08550209317388e-07,"-",-7.88303607708215,0.0430781432122519,"-"
"Elastase","common_same","Oscillospiraceae_bacterium_CLA_AA_H250",-0.12517847624413,3.33929369819093e-05,"-",-0.0127014342043572,0.0430781432122519,"-"
"Elastase","only_T0","Veillonella_rogosae",-6.62931623795383,6.08550209317388e-07,"-",NA,NA,NA
"Elastase","only_T0","Bacteroides_caccae",4.21979730498497,0.0065540022354588,"+",NA,NA,NA
