"FeatureID","Time","n","prevalence","mean","sd","median","iqr","sum_abundance"
"Blautia_obeum","T0",34,58.82352941176471,0.01066166343984195,0.05179226036532811,2.6135496314742017e-5,6.79443096834906e-4,0.3624965569546263
"Blautia_obeum","T12",34,82.35294117647058,0.0035792285679431385,0.006451442859421737,0.001351377664704903,0.003093101710839171,0.12169377131006671
"Blautia_producta","T0",34,70.58823529411765,0.004447481525224484,0.012299064843016677,1.6585187541280606e-4,0.001014787883117146,0.15121437185763248
"Blautia_producta","T12",34,44.11764705882353,7.594322815439078e-4,0.0019328802008141551,0,3.244588339099708e-4,0.025820697572492862
"Blautia_schinkii","T0",34,2.941176470588235,5.59376526525888e-4,0.003261697617278109,0,0,0.01901880190188019
"Blautia_schinkii","T12",34,5.88235294117647,4.602902876345598e-5,2.6159100082073615e-4,0,0,0.0015649869779575036
"Blautia_sp_An46","T0",34,5.88235294117647,1.1796655690658758e-5,5.635696658740372e-5,0,0,4.010862934823977e-4
"Blautia_sp_An46","T12",34,0,0,0,0,0,0
"Blautia_sp_MCC283","T0",34,0,0,0,0,0,0
"Blautia_sp_MCC283","T12",34,17.647058823529413,6.446934381073663e-4,0.002084911044481107,0,0,0.021919576895650453
"Blautia_sp_MSJ_9","T0",34,5.88235294117647,8.40461566247548e-6,3.885695612162035e-5,0,0,2.8575693252416636e-4
"Blautia_sp_MSJ_9","T12",34,0,0,0,0,0,0
"Blautia_sp_Marseille_P3201T","T0",34,8.823529411764707,3.861496412266295e-6,1.4213467516132025e-5,0,0,1.3129087801705403e-4
"Blautia_sp_Marseille_P3201T","T12",34,0,0,0,0,0,0
"Blautia_sp_OF03_15BH","T0",34,2.941176470588235,9.511503871498141e-7,5.54611215223405e-6,0,0,3.233911316309368e-5
"Blautia_sp_OF03_15BH","T12",34,11.76470588235294,3.8814348962074594e-5,1.5243393038152743e-4,0,0,0.0013196878647105362
"Blautia_stercoris","T0",34,8.823529411764707,7.127095903061598e-5,2.62254547953433e-4,0,0,0.0024232126070409432
"Blautia_stercoris","T12",34,17.647058823529413,9.482117291520874e-4,0.0031568622979542904,0,0,0.032239198791170966
"Blautia_wexlerae","T0",34,82.35294117647058,0.013956401479046894,0.03337101560204765,0.0031564885550364836,0.006905221284502234,0.4745176502875944
"Blautia_wexlerae","T12",34,94.11764705882352,0.04759252168465155,0.049311155162924836,0.03745962577319421,0.059066459112363176,1.6181457372781527
"Bordetella_bronchiseptica","T0",34,0,0,0,0,0,0
"Bordetella_bronchiseptica","T12",34,0,0,0,0,0,0
"Brotolimicola_acetigignens","T0",34,11.76470588235294,0.001403385466049918,0.007985920079315872,0,0,0.047715105845697214
"Brotolimicola_acetigignens","T12",34,8.823529411764707,7.082779825023382e-5,2.602950715090225e-4,0,0,0.00240814514050795
"Bulleidia_extructa","T0",34,0,0,0,0,0,0
"Bulleidia_extructa","T12",34,0,0,0,0,0,0
"Burkholderia_contaminans","T0",34,0,0,0,0,0,0
"Burkholderia_contaminans","T12",34,0,0,0,0,0,0
"Butyricicoccus_SGB14985","T0",34,14.705882352941178,2.8701647880592052e-5,8.680934662400187e-5,0,0,9.758560279401298e-4
"Butyricicoccus_SGB14985","T12",34,2.941176470588235,1.286402458175997e-4,7.50095085103498e-4,0,0,0.004373768357798389
"Butyricicoccus_intestinisimiae","T0",34,5.88235294117647,1.796799941056555e-5,8.33723972326257e-5,0,0,6.109119799592287e-4
"Butyricicoccus_intestinisimiae","T12",34,0,0,0,0,0,0
"Butyricimonas_faecihominis","T0",34,5.88235294117647,1.2833515992958854e-5,5.37444047371243e-5,0,0,4.36339543760601e-4
