taxon,lfc_(Intercept),lfc_Elastase,lfc_Age,lfc_Sexmale,se_(Intercept),se_Elastase,se_Age,se_Sexmale,W_(Intercept),W_Elastase,W_Age,W_Sexmale,p_(Intercept),p_Elastase,p_Age,p_Sexmale,q_(Intercept),q_Elastase,q_Age,q_Sexmale,diff_(Intercept),diff_Elastase,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_Elastase,passed_ss_Age,passed_ss_Sexmale
Rothia_aeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Scardovia_wiggsiae,0.9786951916970538,-0.006893495166742623,NA,NA,0.7159876929728457,0.002489155290424915,NA,NA,1.3669162211900916,-2.7694114518527524,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Granulicatella_SGB8255,-0.18837398287032167,-2.1828341350502075e-4,0.039560180340407806,-0.061847887464059344,1.4620428373828052,0.004476704310912082,0.02255406972933144,1.3965732378370501,-0.1288429983402736,-0.04875984616025438,1.7540151651194027,-0.044285459429142845,0.9025041532637788,0.9629984651296339,0.13979720054907804,0.9663910684237698,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Granulicatella_adiacens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_naeslundii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Gemella_haemolysans,5.56596571799131,0.004509239363493816,-0.02569616391536619,-6.382504797192467,0.7988955229120723,0.0034017991665665345,0.026295544624830743,1.181995892279361,6.967075867070429,1.325545437194351,-0.9772059975172158,-5.399769016865569,0.006067531336045905,0.27689198101204215,0.4005352836159877,0.012449838272945594,0.8979946377347939,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Rothia_mucilaginosa,1.7797224637112576,-0.006356580924985892,0.016319704374477665,-0.24136499920157928,1.8775406585658627,0.006897344672642519,0.04541314663095532,2.241950365337609,0.9479008913024966,-0.9215982710271824,0.35936079274792065,-0.10765849366394549,0.38670719665737524,0.3990248345634601,0.7340032962311114,0.9184531748389657,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Parvimonas_micra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Streptococcus_infantis,-5.796198983704023,0.011715526759059451,0.0996890599018668,2.1907225840990048,1.138713186440398,0.003034024888687678,0.01772573863037384,0.9752341063136449,-5.090130730656472,3.8613812308332207,5.623972122157165,2.2463555877674017,0.036496167588047516,0.060995930570461564,0.030191961624560205,0.15374024259750463,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_atypica,2.6373432889192294,-0.01808499567673589,-0.023286098826438843,-1.0838844464660689,1.4185910965542674,0.003728483558106563,0.02993023295753613,1.3847745577169417,1.8591286067742068,-4.8504962929003765,-0.7780126155207768,-0.7827154538808496,0.31416892946630626,0.1294348887118432,0.5790737074572466,0.577212936081305,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_parvula,6.371670790384944,-0.006393504488988269,-0.06563085785556133,-4.282654652594383,1.9004337597493182,0.00647739175401326,0.04066817123411831,2.097436599972052,3.3527455285920706,-0.9870492216295215,-1.6138138466501963,-2.0418517788101194,0.078613601593971,0.42766685835644025,0.24791462344009332,0.17792537694439076,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Megasphaera_micronuciformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_gordonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_rogosae,1.0729228692249755,-0.001705690438207777,-0.04523964623104544,0.8423711620539768,0.6462654506011541,0.0020198035166966452,0.018143394378817356,0.7517881964878307,1.6601891192341258,-0.8444833490523896,-2.493449973388844,1.1204900076767996,0.1954599061903698,0.46042068703567285,0.0882149124976297,0.3441163295288331,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Porphyromonas_bobii,1.5602496168695679,0.0061922806640760724,-0.020813996926692932,-0.9988379021519586,1.7295118757243897,0.006474012067393307,0.039779188052989085,2.1084061320285095,0.9021329305507498,0.9564827188481483,-0.5232383551661992,-0.4737407499336814,0.40834012231208977,0.38275511414754504,0.623160440221967,0.6556484412511258,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Prevotella_histicola,5.422854310228323,-0.017789137224366324,-0.05371823731680058,-2.1525440993969567,0.7457421687433121,0.0026153402118839508,0.024480453101568593,1.0594926604286,7.271754954351917,-6.801844419144224,-2.1943318244121293,-2.031674385102565,0.08700122626924035,0.09292944094370761,0.27221870870213616,0.29118483595930617,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Rothia_SGB49305,-0.6513292594890384,0.0018534951419027432,0.02272621128134553,8.785003880283305e-4,0.8476186385314289,0.0030544505202122116,0.03010362267009035,1.1870568209210792,-0.7684225309362257,0.6068178645021788,0.7549327710623115,7.400659956165123e-4,0.5225690824441002,0.6056819937491595,0.5290788658657215,0.9994766943876273,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_oralis,6.344945829658571,0.0010521981768705324,-0.04516807930647655,-5.22953061224752,1.73339268860598,0.005926531284369475,0.03772891522499033,1.91643228961999,3.6604203256223897,0.1775403058523593,-1.197174078213592,-2.7287844400098713,0.06719846065143231,0.8754377762989869,0.3538905060216927,0.11215085951834063,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_intermedius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Tannerella_serpentiformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Prevotella_salivae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Gemella_morbillorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Prevotella_oris,1.8549260067953586,-0.004301497014785668,-0.010460149578371132,-0.7475050899945621,0.762798921774961,0.0024619011948693306,0.02166874690906946,0.9089596339806889,2.4317365348119804,-1.7472256903526857,-0.48272978692612045,-0.8223743520060903,0.07184613262796635,0.1555193832522621,0.6545171767596929,0.45705994190159704,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Prevotella_melaninogenica,0.34025663207264983,0.003907439929528858,-0.0010114976699752297,-0.5113560893193043,1.3264709786767046,0.003554928198804069,0.023674472567718156,1.2230020370260481,0.25651268481734285,1.0991614207126263,-0.042725246236508745,-0.41811548455206143,0.8102079460163581,0.33340862704032576,0.9679682458388774,0.6973338357739614,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Prevotella_nigrescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
GGB1144_SGB1468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Capnocytophaga_gingivalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Fusobacterium_nucleatum,-0.1479467926493017,0.00365782753231017,-0.025034705883186948,1.6451398573807308,1.1863066245452334,0.00459998831368725,0.03153781282836738,1.480014673547138,-0.12471210190368497,0.7951819184901658,-0.7937996848237026,1.111569963990856,0.9086388715925465,0.4846098687864287,0.4853034053942231,0.3473904724404176,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Peptostreptococcus_stomatis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Prevotella_denticola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Metamycoplasma_salivarium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Alloprevotella_tannerae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Streptococcus_anginosus,-13.747552883397546,0.8554353906771855,0.02931712483597754,0.8860425791439485,0.47583321255192257,0.0011013048801472214,0.014390942165558512,0.3621732223241653,-28.891537035989103,776.7471170770003,2.0371928744277423,2.4464607666408056,0.022026025460507692,8.195967601934389e-4,0.29050119364927707,0.24702747900056465,1,0.12130032050862896,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Corynebacterium_durum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Dialister_invisus,-0.5435934228726784,0.011505732445822172,0.01454333008430023,NA,0.49811845390252885,0.0014156348469358834,0.01459183795011333,NA,-1.0912934837363968,8.127613184096257,0.9966756849973979,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Neisseria_subflava,1.8064477367134915,-0.0021832641323672806,0.04182497937943217,-2.161258083317659,1.5124999585574639,0.005675330189275801,0.038897597405184725,1.8638706519679693,1.1943456437753415,-0.3846937639844838,1.0752586835570788,-1.1595536852493993,0.3181655431088559,0.7261152255305874,0.3610385315010201,0.3301359212693202,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Burkholderia_contaminans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Fusobacterium_periodonticum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Lachnoanaerobaculum_sp_ICM7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Prevotella_nanceiensis,73.69464688828306,-0.17362187563810738,-1.4590878778240128,-15.60259266338168,1.3818240611110237,0.004482701341057648,0.030555492325241688,1.5005406575589688,53.33142544140575,-38.7315286985287,-47.752065726614724,-10.397980611044206,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Solobacterium_SGB6829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Prevotella_pallens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Oribacterium_SGB5283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Peptostreptococcus_SGB749,-2.011132428417726,0.007654432412943615,0.020861635142160526,1.6283001581398668,1.4103648315952775,0.0035180674489864354,0.021320898398759783,1.1867465744389063,-1.4259660928604654,2.1757491929692474,0.9784594791453078,1.3720706621038505,0.24912592869860498,0.11781810760361511,0.4000054213651434,0.2636376835043287,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Eubacterium_sulci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Schaalia_meyeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Schaalia_SGB17168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Haemophilus_sputorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Porphyromonas_endodontalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Capnocytophaga_leadbetteri,20.99509779904686,-0.014299267168703432,-0.1682528215415679,-15.60745621498557,0.7449765006051665,0.0025208882921175426,0.02482383656479598,1.0485414107266675,28.182228274303846,-5.672312895980039,-6.777873400124471,-14.88492114409595,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Oribacterium_sinus,4.2057345478238854,-0.015697661863123612,-0.060461681253802614,-0.4547156940959631,1.355593511369577,0.003519055854872691,0.020141009095062265,1.080113007979084,3.1025041891612237,-4.460759507805967,-3.0019191674276784,-0.4209889990555215,0.05319148207431592,0.020978062626439083,0.057580795798515896,0.7021036985533504,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Capnocytophaga_SGB2499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Prevotella_shahii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Lautropia_mirabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_tobetsuensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Haemophilus_haemolyticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Treponema_vincentii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Leptotrichia_wadei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Filifactor_alocis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Leptotrichia_sp_oral_taxon_215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Catonella_massiliensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Prevotella_intermedia,66.03233020190935,-0.18571172056087942,-1.308541734716445,-3.8421598414973785,0.4787085023795254,0.0011134381585061444,0.01447005974575313,0.3648234409019497,137.93849466571243,-166.79123051615318,-90.43098354175723,-10.531559682674013,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
TM7_phylum_sp_oral_taxon_352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Streptococcus_constellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Solobacterium_SGB6834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Lancefieldella_rimae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Haemophilus_parainfluenzae,-2.8226089766357663,0.0091067157338603991,0.08253344905830504,NA,0.9833969015415989,0.0024254423582703243,0.01529064481953653,NA,-2.8702642566912404,3.7546617848113883,5.397643463201357,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Streptococcus_cristatus,2.7207906376222346,0.0016745193630294934,-0.021999920536062572,-1.5222683563757402,0.6061586700140733,0.0019494781308853906,0.015870512650415128,0.6190746787146263,4.4885782753203305,0.858957757207043,-1.3862136038489667,-2.4589413986958712,0.13955198277752143,0.5482090461050667,0.3978476245886845,0.24589496127431923,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Candidatus_Nanoperiomorbus_periodonticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Pseudomonas_aeruginosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Slackia_exigua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Tannerella_forsythia,-233.55101895953885,12.402563352834404,1.2836080159870926,NA,1.0504434544076606,0.0036399662881127794,0.02533625758405508,NA,-222.3356411804546,3407.32918140975,50.6628894077438,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
