"Taxon","Species","Time","ClinVar","lfc","q","diff","sign"
"GGB3883_SGB5266","GGB3883_SGB5266","T0","Elastase",0.0227677849131868,0.0055937144318144,TRUE,"+"
"Porphyromonas_bobii","Porphyromonas_bobii","T0","Elastase",-0.0195412981804557,8.61129359294542e-05,TRUE,"-"
"Actinomyces_oris","Actinomyces_oris","T0","Elastase",0.00838779790821382,0.0256206210206391,TRUE,"+"
"Granulicatella_adiacens","Granulicatella_adiacens","T0","Elastase",-0.00838499286065826,0.0254934161146769,TRUE,"-"
"Streptococcus_salivarius","Streptococcus_salivarius","T0","Elastase",-0.00800155386180569,0.0284353025212007,TRUE,"-"
"Veillonella_parvula","Veillonella_parvula","T0","Elastase",-0.00773026605005362,0.0321382176240007,TRUE,"-"
"Gemella_haemolysans","Gemella_haemolysans","T0","Elastase",0.00689271798855896,0.0254934161146769,TRUE,"+"
"Streptococcus_sanguinis","Streptococcus_sanguinis","T0","Elastase",-0.00679952326185355,0.0281465105684941,TRUE,"-"
"Streptococcus_mitis","Streptococcus_mitis","T0","Elastase",-0.00403383370357222,0.0182306151599897,TRUE,"-"
"Staphylococcus_aureus","Staphylococcus_aureus","T0","Calprotectin",-0.0426034432112309,0.0474906702949449,TRUE,"-"
