#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
A19P0.fasta	NODE_12_length_193997_cov_104.016187	1	1787	-	phzE1	1-1787/1884	===============	0/0	94.85	99.44	vfdb	NP_252903	(phzE1) phenazine biosynthesis protein PhzE [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_12_length_193997_cov_104.016187	1784	2407	-	phzD1	1-624/624	===============	0/0	100.00	99.52	vfdb	NP_252902	(phzD1) phenazine biosynthesis protein PhzD isochorismatase  [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_12_length_193997_cov_104.016187	2404	3621	-	phzC1	1-1218/1218	===============	0/0	100.00	99.67	vfdb	NP_252901	(phzC1) phenazine biosynthesis protein PhzC [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_12_length_193997_cov_104.016187	3645	4133	-	phzB2	1-489/489	===============	0/0	100.00	99.59	vfdb	NP_250591	(phzB2) phenazine biosynthesis protein PhzB [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_12_length_193997_cov_104.016187	4169	4657	-	phzA2	1-489/489	===============	0/0	100.00	99.80	vfdb	NP_250590	(phzA2) phenazine biosynthesis protein PhzA [Pyocyanin (VF0100) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_12_length_193997_cov_104.016187	42372	43628	-	lasA	1-1257/1257	===============	0/0	100.00	99.20	vfdb	NP_250562	(lasA) LasA protease precursor [LasA (VF0088) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_12_length_193997_cov_104.016187	71995	72459	+	tse1	1-465/465	===============	0/0	100.00	99.57	vfdb	NP_250535	(tse1) type VI secretion system effector Tse1 peptidoglycanhydrolase [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_12_length_193997_cov_104.016187	93621	95309	-	fimL	1-1689/1689	===============	0/0	100.00	99.41	vfdb	NP_250513	(fimL) hypothetical protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	138559	139719	-	tse7	1-1161/1161	===============	0/0	100.00	99.91	vfdb	NP_248789	(tse7) type VI secretion exported 7 a DNase and PAAR protein [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	142359	144584	-	vgrG1b	1-2226/2226	===============	0/0	100.00	99.24	vfdb	NP_248785	(vgrG1b) type VI secretion system substrate VgrG1b [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	145288	146580	+	tse6	1-1293/1293	===============	0/0	100.00	99.15	vfdb	NP_248783	(tse6) NAD(P)(+) glycohydrolase toxin Tse6 [HSI-1 T6SS secreted effectors (VF1194) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	146976	148907	-	vgrG1a	1-1932/1932	===============	0/0	100.00	99.74	vfdb	NP_248781	(vgrG1a) type VI secretion system substrate VgrG1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	148954	151662	-	clpV1	1-2709/2709	===============	0/0	100.00	99.74	vfdb	NP_248780	(clpV1) type VI secretion system AAA+ family ATPase [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	151655	152701	-	hsiH1/tssG	1-1047/1047	===============	0/0	100.00	99.90	vfdb	NP_248779	(hsiH1/tssG) type VI secretion system hcp secretion island protein HsiH1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	152665	154524	-	hsiG1/tssF	1-1860/1860	===============	0/0	100.00	99.52	vfdb	NP_248778	(hsiG1/tssF) type VI secretion system hcp secretion island protein HsiG1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	154521	155030	-	hsiF1/tssE	1-510/510	===============	0/0	100.00	100.00	vfdb	NP_248777	(hsiF1/tssE) type VI secretion system hcp secretion island protein HsiF1 a gp25-like protein but not exhibit lysozyme activity [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	155032	155877	-	hsiE1	1-846/846	===============	0/0	100.00	99.76	vfdb	NP_248776	(hsiE1) type VI secretion system hcp secretion island protein HsiE1 interacting with HsiB1 to form a novel subcomplex of the T6SS [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	156045	156533	-	hcp1	1-489/489	===============	0/0	100.00	100.00	vfdb	NP_248775	(hcp1) type VI secretion system substrate Hcp1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	156609	158105	-	hsiC1/vipB/tssC	1-1497/1497	===============	0/0	100.00	99.80	vfdb	NP_248774	(hsiC1/vipB/tssC) type VI secretion system tubule-forming protein VipB [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	158118	158636	-	hsiB1/vipA/tssB	1-519/519	===============	0/0	100.00	99.81	vfdb	NP_248773	(hsiB1/vipA/tssB) type VI secretion system tubule-forming protein VipA [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_13_length_160991_cov_118.184788	158725	159759	-	hsiA1	1-1035/1035	===============	0/0	100.00	98.84	vfdb	NP_248772	(hsiA1) type VI secretion system hcp secretion island protein HsiA1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_14_length_141146_cov_151.984178	125538	126182	-	vfr	1-645/645	===============	0/0	100.00	100.00	vfdb	NP_249343	(vfr) cAMP-regulatory protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	9224	10633	+	pvdH	1-1410/1410	===============	0/0	100.00	99.50	vfdb	NP_251103	(pvdH) diaminobutyrate-2-oxoglutarate aminotransferase PvdH [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	10711	10929	+	mbtH-like	1-219/219	===============	0/0	100.00	100.00	vfdb	NP_251102	(mbtH-like) MbtH-like protein from the pyoverdine cluster [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	51346	52173	+	pvdF	1-828/828	===============	0/0	100.00	82.37	vfdb	NP_251086	(pvdF) pyoverdine synthetase F [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	52241	53095	-	pvdO	1-855/855	===============	0/0	100.00	97.78	vfdb	NP_251085	(pvdO) pyoverdine biosynthesis protein PvdO [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	53124	54407	-	pvdN	1-1284/1284	===============	0/0	100.00	99.69	vfdb	NP_251084	(pvdN) pyoverdine biosynthesis protein PvdN [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	54430	55776	-	pvdM	1-1347/1347	===============	0/0	100.00	99.70	vfdb	NP_251083	(pvdM) dipeptidase precursor [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	55992	57626	+	pvdP	1-1635/1635	===============	0/0	100.00	99.39	vfdb	NP_251082	(pvdP) tyrosinase required for pyoverdine maturation  [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	62371	63366	-	fpvR	1-996/996	========/======	6/10	99.50	82.32	vfdb	NP_251078	(fpvR) protein FpvR [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	64123	65454	+	pvdA	1-1332/1332	===============	0/0	100.00	83.33	vfdb	NP_251076	(pvdA) L-ornithine N5-oxygenase PvdA [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	65577	67865	+	pvdQ	1-2289/2289	===============	0/0	100.00	99.56	vfdb	NP_251075	(pvdQ) 3-oxo-C12-homoserine lactone acylase PvdQ [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	68046	68369	+	PA2384	1-324/324	===============	0/0	100.00	99.69	vfdb	NP_251074	(PA2384) hypothetical protein [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	68411	69331	+	PA2383	1-921/921	===============	0/0	100.00	99.89	vfdb	NP_251073	(PA2383) transcriptional regulator [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	78173	80179	-	tssI	1-2007/2007	===============	0/0	100.00	99.70	vfdb	NP_251063	(tssI) type VI secretion system tip protein VgrG [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	81121	83670	-	tssH	1-2550/2550	===============	0/0	100.00	99.61	vfdb	NP_251061	(tssH) type VI secretion system ATPase TssH [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	83672	84688	-	tssG	1-1017/1017	===============	0/0	100.00	99.70	vfdb	NP_251060	(tssG) type VI secretion system baseplate subunit TssG [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	84652	86445	-	tssF	1-1794/1794	===============	0/0	100.00	99.61	vfdb	NP_251059	(tssF) type VI secretion system baseplate subunit TssF [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	86429	86854	-	tssE	1-426/426	===============	0/0	100.00	98.59	vfdb	NP_251058	(tssE) type VI secretion system baseplate subunit TssE [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	86867	87364	-	hcp/tssD	1-498/498	===============	0/0	100.00	99.60	vfdb	NP_251057	(hcp/tssD) Hcp family type VI secretion system effector [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	87438	88922	-	tssC	1-1485/1485	===============	0/0	100.00	99.73	vfdb	NP_251056	(tssC) type VI secretion system contractile sheath large subunit [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	88945	89490	-	tssB	1-546/546	===============	0/0	100.00	100.00	vfdb	NP_251055	(tssB) type VI secretion system contractile sheath small subunit [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	89698	90169	+	PA2364	1-472/477	===============	0/0	98.95	98.73	vfdb	NP_251054	(PA2364) hypothetical protein [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	90234	91565	+	tssK	1-1332/1332	===============	0/0	100.00	98.42	vfdb	NP_251053	(tssK) type VI secretion system baseplate subunit TssK [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	91583	92341	+	icmH/tssL	1-759/759	===============	0/0	100.00	98.81	vfdb	NP_251052	(icmH/tssL) DotU/TssL family secretion system protein [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	92338	96153	+	tssM	1-3816/3816	===============	0/0	100.00	99.63	vfdb	NP_251051	(tssM) type VI secretion system membrane subunit [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	96150	97249	+	tssA	1-1100/1101	===============	0/0	99.91	99.36	vfdb	NP_251050	(tssA) type VI secretion system protein TssA [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_15_length_135834_cov_99.816908	97360	98445	+	PA2359	1-1086/1086	===============	0/0	100.00	99.82	vfdb	NP_251049	(PA2359) transcriptional regulator [HSI-3 (VF0944) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_16_length_126728_cov_141.760760	92348	92929	+	algU	1-582/582	===============	0/0	100.00	100.00	vfdb	NP_249453	(algU) alginate biosynthesis protein AlgZ/FimS [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_16_length_126728_cov_141.760760	92961	93544	+	mucA	1-585/585	========/======	1/1	99.83	99.66	vfdb	NP_249454	(mucA) alkaline metalloproteinase precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_16_length_126728_cov_141.760760	93553	94503	+	mucB	1-951/951	===============	0/0	100.00	100.00	vfdb	NP_249455	(mucB) anti-sigma factor MucA inhibitor of alg gene expression [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_16_length_126728_cov_141.760760	94500	94955	+	mucC	1-456/456	===============	0/0	100.00	99.56	vfdb	NP_249456	(mucC) negative regulator for alginate biosynthesis MucB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_16_length_126728_cov_141.760760	94995	96419	+	mucD	1-1425/1425	===============	0/0	100.00	99.72	vfdb	NP_249457	(mucD) serine protease MucD precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_18_length_97988_cov_106.615702	12161	25189	-	pvdL	1-13029/13029	===============	0/0	100.00	99.42	vfdb	NP_251114	(pvdL) peptide synthase PvdL [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_18_length_97988_cov_106.615702	25262	26026	-	pvdG	1-765/765	===============	0/0	100.00	99.48	vfdb	NP_251115	(pvdG) pyoverdine biosynthesis protein PvdG [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_18_length_97988_cov_106.615702	26670	27233	+	pvdS	1-564/564	===============	0/0	100.00	98.23	vfdb	NP_251116	(pvdS) extracytoplasmic-function sigma-70 factor  [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_19_length_94445_cov_96.673141	60816	62081	-	fapF	1-1266/1266	===============	0/0	100.00	99.53	vfdb	NP_250641	(fapF) outer membrane secretin FapF [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_19_length_94445_cov_96.673141	62142	62894	-	fapE	1-753/753	===============	0/0	100.00	99.60	vfdb	NP_250642	(fapE) chaprone FapE [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_19_length_94445_cov_96.673141	62908	63588	-	fapD	1-681/681	===============	0/0	100.00	99.71	vfdb	NP_250643	(fapD) periplasmic accessory protein FapD [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_19_length_94445_cov_96.673141	63650	64672	-	fapC	1-1023/1023	===============	0/0	100.00	99.41	vfdb	NP_250644	(fapC) major amyloid subunit FapC [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_19_length_94445_cov_96.673141	64729	65298	-	fapB	1-570/570	===============	0/0	100.00	98.42	vfdb	NP_250645	(fapB) minor amyloid subunit FapB [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_19_length_94445_cov_96.673141	65295	65783	-	fapA	1-489/489	===============	0/0	100.00	99.39	vfdb	NP_250646	(fapA) periplasmic accessory protein FapA [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	16470	17114	-	pscL	1-645/645	===============	0/0	100.00	99.84	vfdb	NP_250416	(pscL) type III secretion systemt protein PscL [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	17093	17713	-	pscK	1-627/627	========/======	1/6	99.04	98.09	vfdb	NP_250415	(pscK) type III secretion system protein PscK [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	17722	18468	-	pscJ	1-747/747	===============	0/0	100.00	99.47	vfdb	NP_250414	(pscJ) type III secretion system inner MS ring protein [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	18465	18803	-	pscI	1-339/339	===============	0/0	100.00	99.70	vfdb	NP_250413	(pscI) type III secretion system inner rod protein PscI [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	18803	19234	-	pscH	1-432/432	===============	0/0	100.00	100.00	vfdb	NP_250412	(pscH) type III secretion system protein PscH [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	19231	19578	-	pscG	1-348/348	===============	0/0	100.00	99.71	vfdb	NP_250411	(pscG) type III secretion system chaperone PscG for PscF [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	19581	19838	-	pscF	1-258/258	===============	0/0	100.00	99.22	vfdb	NP_250410	(pscF) type III secretion system needle filament protein PscF [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	19841	20044	-	pscE	1-204/204	===============	0/0	100.00	99.02	vfdb	NP_250409	(pscE) type III secretion system cochaperone PscE for PscG [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	20007	21305	-	pscD	1-1299/1299	===============	0/0	100.00	99.61	vfdb	NP_250408	(pscD) type III secretion system basal body protein PscD [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	21307	23109	-	pscC	1-1803/1803	===============	0/0	100.00	99.50	vfdb	NP_250407	(pscC) type III secretion system secretin PscC [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	23109	23531	-	pscB	1-423/423	===============	0/0	100.00	99.29	vfdb	NP_250406	(pscB) type III secretion system protein PscB [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	23565	24395	-	exsD	1-831/831	===============	0/0	100.00	99.52	vfdb	NP_250405	(exsD) type III secretion system regulatory protein ExsD [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	24493	25329	-	exsA	1-837/837	===============	0/0	100.00	99.76	vfdb	NP_250404	(exsA) type III secretion system regulatory protein ExsA [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	25627	26040	-	exsB	1-414/414	===============	0/0	100.00	99.28	vfdb	NP_250403	(exsB) type III secretion system pilotin ExsB [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	26049	26294	-	exsE	1-246/246	===============	0/0	100.00	99.19	vfdb	NP_250402	(exsE) type III secretion system regulatory protein ExsE [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	26303	26740	-	exsC	1-438/438	===============	0/0	100.00	99.09	vfdb	NP_250401	(exsC) type III secretion system regulatory protein ExsC [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	26866	27753	-	popD	1-888/888	===============	0/0	100.00	99.78	vfdb	NP_250400	(popD) type III secretion system hydrophobic translocator pore protein PopD [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	27765	28937	-	popB	1-1173/1173	===============	0/0	100.00	99.57	vfdb	NP_250399	(popB) type III secretion system hydrophobic translocator pore protein PopB [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	28918	29424	-	pcrH	1-504/504	========/======	1/3	100.00	98.82	vfdb	NP_250398	(pcrH) type III secretion system regulatory protein PcrH [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
A19P0.fasta	NODE_1_length_864414_cov_94.078432	29433	30317	-	pcrV	1-885/885	===============	0/0	100.00	99.89	vfdb	NP_250397	(pcrV) type III secretion system hydrophilic translocator needle tip protein PcrV [TTSS (VF0083) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
